Search keyword report
"May 31, 2026 - June 1, 2026"
Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Currency code,Max. CPC,Impr.,Clicks,Avg. CPC,Cost,Demo Scheduled,Cost/Demo,Keyword ID,Campaign ID,Ad group ID
Enabled,[property management software sync with quickbooks],Exact match,Competitors - Tier 1,Quickbooks,Eligible,,USD, --,0,0,0,0.00,0.00,0.00,1499477795201,22408307493,172823269410
Enabled,[buildium vs doorloop],Exact match,Competitors - Tier 1,Buildium,Eligible,,USD, --,18,0,0,0.00,0.00,0.00,1643266712863,22408307493,172823269370
Enabled,[accounting tools for property managers],Exact match,Generic,Accounting,Eligible,,USD, --,57,9,59.79,538.08,0.00,0.00,2259374040443,22410529614,183341127971
Enabled,"""commercial property management software for landlords""",Phrase match,Tier 1,Commercial,Eligible,,USD, --,2,0,0,0.00,0.00,0.00,1562110832783,17563224167,139234074218
Enabled,[PropertyBoss],Exact match,Competitors - Tier 2,PropertyBoss,Limited,low quality,USD, --,5,0,0,0.00,0.00,0.00,1006115586446,16920840679,134051020685
Enabled,[door loop],Exact match,Branded,Door Loop,Eligible,,USD,5.60 (enhanced),434,117,5.25,614.47,3.93,156.21,300762602132,15065860967,134573082171
Enabled,"""automatic rent collection""",Phrase match,Tier 1,Rent Collection,Eligible,,USD, --,129,4,59.84,239.36,0.00,0.00,322966954945,17563224167,152771024397
Enabled,"""automated rent payment solutions""",Phrase match,Tier 1,Rent Collection,Eligible,,USD, --,72,3,58.86,176.59,1.00,176.59,2336070463423,17563224167,152771024397
Enabled,[Yardi Breeze],Exact match,Competitors - Tier 1,Yardi Breeze,Eligible,,USD, --,184,11,40.68,447.43,0.00,0.00,816480389739,22408307493,172823270290
Enabled,[stessa pay rent],Exact match,Competitors - Tier 1,Stessa,Eligible,,USD, --,116,1,14.59,14.59,0.00,0.00,2336774007577,22408307493,172823270050
Enabled,"""commercial real estate portfolio management software""",Phrase match,Tier 1,Commercial,Eligible,,USD, --,48,0,0,0.00,0.00,0.00,984531645327,17563224167,139234074218
Enabled,[enterprise portfolio management software],Exact match,Tier 1,Enterprise,Eligible,,USD, --,4,0,0,0.00,0.00,0.00,3667327832,17563224167,194827525322
Enabled,[yardi breeze tutorial],Exact match,Competitors - Tier 1,Yardi Breeze,Eligible,,USD, --,0,0,0,0.00,0.00,0.00,630989515380,22408307493,172823270290
Enabled,[appfolio vs doorloop],Exact match,Competitors - Tier 1,Appfolio,Eligible,,USD, --,8,0,0,0.00,0.00,0.00,2078732989094,22408307493,172823269330
Enabled,[property management software integrates with quickbooks],Exact match,Competitors - Tier 1,Quickbooks,Eligible,,USD, --,2,0,0,0.00,0.00,0.00,420174014861,22408307493,172823269410
Enabled,[buildium property management software],Exact match,Competitors - Tier 1,Buildium,Eligible,,USD, --,19,1,126.58,126.58,0.00,0.00,10848917500,22408307493,172823269370
Enabled,[rental management software],Exact match,JF_Search_Exact_US_PMS,Rental,Limited,low quality,USD, --,51,2,64.38,128.75,0.00,0.00,13427862,21320472126,173429864304
Enabled,[real estate property management software],Exact match,JF_Search_Exact_US_PMS,Real Estate,Eligible,,USD, --,104,7,221.91,1553.39,2.00,776.69,116723795,21320472126,173429865064
Enabled,[DoorLoop Review],Exact match,Branded,DoorLoop Reviews,Eligible,,USD,11.00 (enhanced),3,0,0,0.00,0.00,0.00,2089207810930,15065860967,151907170722
Enabled,[DoorLoop Pricing],Exact match,Branded,DoorLoop Pricing,Eligible,,USD,8.25 (enhanced),22,15,6.20,93.01,0.00,0.00,2154270623477,15065860967,149576294399
Enabled,[hemlane],Exact match,Competitors - Tier 1,Hemlane,Limited,low quality,USD, --,695,3,17.53,52.58,0.00,0.00,454061869804,22408307493,189989814458
Enabled,[appfolio alternatives],Exact match,Competitors - Tier 1,Appfolio,Eligible,,USD, --,17,1,33.50,33.50,0.00,0.00,463137499339,22408307493,172823269330
Enabled,"""Buildium""",Phrase match,Competitors - Tier 1,Buildium,Limited,low quality,USD, --,0,0,0,0.00,0.00,0.00,298578033547,22408307493,172823269370
Enabled,[doorloop competitors],Exact match,Branded,DoorLoop Alternatives,Eligible,,USD,20.00 (enhanced),4,0,0,0.00,0.00,0.00,1906291929483,15065860967,195953655786
Enabled,[rentvine pricing],Exact match,Competitors - Tier 1,Rentvine,Eligible,,USD, --,9,0,0,0.00,0.00,0.00,874349061725,22408307493,189989813938
Enabled,"""buildium""",Phrase match,Competitors - Tier 1,Buildium,Limited,low quality,USD, --,394,2,65.29,130.58,0.00,0.00,299848824928,22408307493,172823269370
Enabled,"""online rental management software""",Phrase match,Tier 1,Online,Eligible,,USD, --,"1,227",26,78.11,2030.94,0.00,0.00,12893950238,17563224167,139234074138
Enabled,[collect rent from tenants online],Exact match,Tier 1,Rent Collection,Eligible,,USD, --,59,2,73.71,147.43,0.00,0.00,325191833428,17563224167,152771024397
Enabled,[rentvine reviews],Exact match,Competitors - Tier 1,Rentvine,Eligible,,USD, --,7,1,14.90,14.90,0.00,0.00,874349061805,22408307493,189989813938
Enabled,[RentManager],Exact match,Competitors - Tier 1,Rent Manager,Eligible,,USD, --,6,1,72.74,72.74,0.00,0.00,1442607370748,22408307493,172823269650
Enabled,[innago pricing],Exact match,Competitors - Tier 1,Innago,Eligible,,USD, --,35,2,9.21,18.42,0.00,0.00,895785934759,22408307493,189989813978
Enabled,[innago property management],Exact match,Competitors - Tier 1,Innago,Limited,low quality,USD, --,36,0,0,0.00,0.00,0.00,820877286644,22408307493,189989813978
Enabled,"""commercial tenant software""",Phrase match,Tier 1,Commercial,Limited,low quality,USD, --,25,3,96.41,289.24,0.00,0.00,524528101159,17563224167,139234074218
Enabled,[online rental management software],Exact match,Tier 1,Online,Eligible,,USD, --,79,9,160.84,1447.52,1.00,"1,447.52",12721194683,17563224167,139234074138
Enabled,[property management software with ai features],Exact match,Tier 1,AI,Eligible,,USD, --,128,15,91.42,1371.30,0.00,0.00,2467381149503,17563224167,194827525162
Enabled,"""Managecasa""",Phrase match,Competitors - Tier 2,ManageCasa,Limited,low quality,USD, --,0,0,0,0.00,0.00,0.00,1642845721185,16920840679,134051020765
Enabled,[rentvine demo],Exact match,Competitors - Tier 1,Rentvine,Eligible,,USD, --,0,0,0,0.00,0.00,0.00,943741973038,22408307493,189989813938
Enabled,[landlord studio pricing],Exact match,Competitors - Tier 1,Landlord Studio,Eligible,,USD, --,2,0,0,0.00,0.00,0.00,870592125980,22408307493,189989814618
Enabled,[innago reviews],Exact match,Competitors - Tier 1,Innago,Eligible,,USD, --,44,6,35.95,215.71,0.00,0.00,768815948396,22408307493,189989813978
Enabled,"""Entrata""",Phrase match,Competitors - Tier 1,Entrata,Eligible,,USD, --,1,0,0,0.00,0.00,0.00,314549417426,22408307493,175015193461
 --,,Total: Enabled keywords, --, --, --,,USD, --,"48,299","1,952",29.22,57031.27,25.77,"2,212.90", --, --, --
,,Total: Keywords in your account,,,,,USD,,"48,445","1,955",29.27,57213.41,25.77,"2,219.97",,,
,,Total: Your keywords,,,,,USD,,"48,445","1,955",29.27,57213.41,25.77,"2,219.97",,,
,,Total: AI Max expanded matches,,,,,USD,,0,0,0,0.00,0.00,0.00,,,
,,Total: AI Max landing page matches,,,,,USD,,0,0,0,0.00,0.00,0.00,,,
,,Total: URL inclusions in your account,,,,,USD,,0,0,0,0.00,0.00,0.00,,,
,,Total: Account,,,,,USD,,"61,563","2,039",28.22,57548.66,25.77,"2,232.97",,,
,,Total: Search,,,,,USD,,"48,445","1,955",29.27,57213.41,25.77,"2,219.97",,,
,,Total: Demand Gen,,,,,USD,,"13,118",84,3.99,335.24,0.00,0.00,,,
,,Total: Video,,,,,USD,,0,0,0,0.00,0.00,0.00,,,
,,Total: Display,,,,,USD,,0,0,0,0.00,0.00,0.00,,,
,,Total: Performance Max,,,,,USD,,0,0,0,0.00,0.00,0.00,,,
,,Total: Smart,,,,,USD,,0,0,0,0.00,0.00,0.00,,,
